,industry,job_title,skills_required,experience_level,employment_type,location,salary_range_usd,posted_date,company_size,tools_preferred
1063,3,4,"['Reinforcement Learning', 'Excel', 'Azure', 'SQL', 'FastAPI', 'Pandas']",0,1,68,93518,2025-06,0,"['PyTorch', 'BigQuery', 'FastAPI']"
1064,2,6,"['Excel', 'Hugging Face', 'CUDA', 'Flask', 'TensorFlow', 'C++']",0,0,146,80174,2023-10,1,"['PyTorch', 'KDB+', 'BigQuery']"
1065,0,3,"['C++', 'GCP', 'Reinforcement Learning']",2,0,104,90229,2025-03,1,['LangChain']
1066,2,7,"['PyTorch', 'CUDA', 'AWS', 'Reinforcement Learning']",0,3,167,42741,2024-01,1,"['MLflow', 'PyTorch', 'TensorFlow']"
1067,3,5,"['Scikit-learn', 'Pandas', 'Keras', 'Power BI', 'TensorFlow', 'LangChain']",1,3,65,141028,2025-08,2,"['LangChain', 'PyTorch', 'KDB+']"
1068,1,5,"['R', 'LangChain', 'MLflow', 'Power BI', 'Azure', 'CUDA']",0,2,44,62711,2025-02,2,['BigQuery']
1069,4,5,"['AWS', 'Excel', 'C++', 'Keras']",1,3,108,140092,2025-02,1,['Scikit-learn']
1070,6,0,"['AWS', 'SQL', 'Scikit-learn', 'Flask', 'FastAPI']",1,2,166,72382,2025-04,1,"['MLflow', 'LangChain']"
1071,5,6,"['FastAPI', 'AWS', 'Pandas', 'Excel', 'Reinforcement Learning', 'Azure']",2,1,19,91789,2025-06,0,"['FastAPI', 'TensorFlow', 'BigQuery']"
1072,1,0,"['CUDA', 'Pandas', 'Python', 'PyTorch', 'Azure', 'Keras']",0,2,126,112036,2025-02,0,['LangChain']
1073,4,6,"['R', 'Flask', 'Keras', 'GCP', 'Hugging Face']",1,3,55,45224,2025-06,2,['Scikit-learn']
1074,0,7,"['LangChain', 'Keras', 'Excel']",0,2,181,62949,2023-12,2,['PyTorch']
1075,0,3,"['Power BI', 'Scikit-learn', 'Keras', 'TensorFlow', 'MLflow', 'SQL']",2,3,112,67630,2025-04,0,"['TensorFlow', 'BigQuery', 'FastAPI']"
1076,1,1,"['SQL', 'Excel', 'Flask', 'NumPy', 'FastAPI']",0,0,100,92512,2023-12,1,"['TensorFlow', 'PyTorch']"
1077,3,3,"['GCP', 'SQL', 'Keras', 'AWS', 'Python']",1,1,92,96374,2024-06,0,"['TensorFlow', 'FastAPI']"
1078,5,6,"['Flask', 'AWS', 'Reinforcement Learning', 'LangChain', 'FastAPI']",1,2,191,72840,2025-05,0,['PyTorch']
1079,5,6,"['Python', 'AWS', 'MLflow', 'C++', 'R']",1,1,170,107564,2025-09,1,['FastAPI']
1080,0,0,"['Python', 'MLflow', 'LangChain', 'GCP', 'PyTorch', 'Keras']",0,3,163,101793,2024-07,2,"['PyTorch', 'Scikit-learn', 'BigQuery']"
1081,5,3,"['AWS', 'Excel', 'Keras', 'Power BI', 'CUDA', 'Flask']",2,1,92,111604,2025-03,2,"['BigQuery', 'MLflow']"
1082,1,7,"['Python', 'Excel', 'FastAPI', 'GCP', 'C++', 'PyTorch']",2,1,188,124909,2025-09,1,"['MLflow', 'LangChain', 'BigQuery']"
1083,6,4,"['GCP', 'Azure', 'CUDA', 'AWS', 'PyTorch']",2,0,56,142140,2024-02,2,"['TensorFlow', 'MLflow', 'Scikit-learn']"
1084,6,5,"['AWS', 'Excel', 'SQL', 'Scikit-learn']",2,3,101,74360,2023-12,2,"['Scikit-learn', 'KDB+', 'PyTorch']"
1085,4,3,"['Keras', 'TensorFlow', 'MLflow', 'NumPy', 'Pandas', 'Scikit-learn']",2,0,128,142266,2024-04,0,"['LangChain', 'FastAPI', 'PyTorch']"
1086,1,6,"['Flask', 'Pandas', 'GCP']",2,3,174,85449,2025-01,1,"['LangChain', 'PyTorch']"
1087,5,0,"['CUDA', 'SQL', 'Azure', 'MLflow', 'Python', 'GCP']",1,0,32,72838,2023-09,2,['KDB+']
1088,0,2,"['Azure', 'Flask', 'PyTorch', 'C++', 'GCP', 'Pandas']",0,1,135,58883,2024-01,1,"['KDB+', 'TensorFlow']"
1089,1,3,"['FastAPI', 'Excel', 'AWS', 'TensorFlow']",0,2,189,137871,2024-07,1,['PyTorch']
1090,2,7,"['Azure', 'Keras', 'C++', 'LangChain']",2,1,190,72807,2025-03,0,"['TensorFlow', 'BigQuery']"
1091,3,0,"['CUDA', 'Excel', 'FastAPI', 'MLflow', 'Azure', 'Power BI']",2,3,120,121770,2024-02,2,"['FastAPI', 'BigQuery']"
1092,2,3,"['MLflow', 'SQL', 'Pandas']",0,2,130,59736,2025-09,0,"['BigQuery', 'KDB+']"
1093,0,3,"['CUDA', 'NumPy', 'Keras']",1,2,2,54563,2023-12,0,"['TensorFlow', 'MLflow', 'PyTorch']"
1094,6,0,"['C++', 'Reinforcement Learning', 'Flask', 'AWS', 'Scikit-learn', 'NumPy']",2,3,47,59528,2024-12,1,['FastAPI']
1095,5,2,"['PyTorch', 'Python', 'FastAPI', 'Azure', 'LangChain']",2,3,186,135458,2025-09,1,"['FastAPI', 'KDB+', 'TensorFlow']"
1096,5,6,"['GCP', 'Scikit-learn', 'CUDA', 'R', 'AWS', 'Pandas']",1,2,27,120849,2025-03,2,['TensorFlow']
1097,0,5,"['Azure', 'R', 'Hugging Face', 'SQL', 'MLflow', 'Flask']",0,2,40,114398,2023-10,0,"['TensorFlow', 'LangChain']"
1098,6,0,"['Keras', 'Azure', 'C++', 'Reinforcement Learning', 'Hugging Face']",0,1,54,102033,2024-09,1,['Scikit-learn']
1099,1,0,"['NumPy', 'Hugging Face', 'CUDA', 'Flask']",1,2,143,109096,2023-10,2,"['TensorFlow', 'BigQuery']"
1100,4,6,"['FastAPI', 'C++', 'R', 'Scikit-learn', 'GCP', 'Flask']",1,2,125,42116,2024-06,0,"['PyTorch', 'FastAPI', 'MLflow']"
1101,3,4,"['Power BI', 'R', 'Python', 'C++', 'SQL']",0,2,166,101352,2024-07,0,['KDB+']
1102,5,1,"['R', 'Python', 'Reinforcement Learning']",2,3,192,66107,2024-11,0,"['FastAPI', 'PyTorch']"
1103,3,6,"['LangChain', 'Azure', 'PyTorch', 'FastAPI']",2,1,12,47058,2024-12,1,['Scikit-learn']
1104,3,1,"['Hugging Face', 'GCP', 'FastAPI']",0,3,86,134451,2023-11,2,['LangChain']
1105,6,3,"['Power BI', 'Python', 'Pandas', 'AWS']",0,3,63,65526,2024-03,2,"['Scikit-learn', 'PyTorch', 'BigQuery']"
1106,1,6,"['Hugging Face', 'Azure', 'SQL']",1,2,6,98233,2025-01,0,"['MLflow', 'BigQuery', 'PyTorch']"
1107,4,7,"['R', 'CUDA', 'Reinforcement Learning']",2,2,161,63107,2024-07,2,"['TensorFlow', 'BigQuery', 'MLflow']"
1108,6,7,"['Reinforcement Learning', 'Hugging Face', 'CUDA', 'MLflow', 'AWS', 'PyTorch']",1,0,78,111226,2024-09,1,"['LangChain', 'TensorFlow', 'KDB+']"
1109,6,0,"['Scikit-learn', 'Pandas', 'FastAPI', 'AWS', 'Python']",1,0,59,75074,2023-11,0,"['FastAPI', 'LangChain']"
1110,1,7,"['Pandas', 'Excel', 'Flask', 'LangChain', 'Scikit-learn', 'TensorFlow']",1,3,69,80973,2023-10,0,"['KDB+', 'LangChain', 'PyTorch']"
1111,2,7,"['FastAPI', 'SQL', 'Scikit-learn']",1,0,137,93507,2024-04,2,['LangChain']
1112,3,5,"['Flask', 'MLflow', 'Scikit-learn']",2,2,66,50076,2024-10,0,"['Scikit-learn', 'FastAPI']"
1113,0,4,"['C++', 'Keras', 'Pandas']",0,0,124,134300,2025-04,1,"['Scikit-learn', 'FastAPI', 'TensorFlow']"
1114,6,6,"['Keras', 'Azure', 'C++']",0,2,78,97395,2024-12,0,"['FastAPI', 'LangChain']"
1115,0,6,"['C++', 'CUDA', 'Power BI', 'TensorFlow']",2,2,138,144238,2024-01,1,"['Scikit-learn', 'TensorFlow']"
1116,1,4,"['R', 'C++', 'SQL', 'GCP', 'MLflow', 'TensorFlow']",1,0,137,149741,2024-07,0,"['LangChain', 'MLflow', 'TensorFlow']"
1117,5,1,"['LangChain', 'Reinforcement Learning', 'Flask']",2,0,65,106079,2023-12,1,"['KDB+', 'TensorFlow', 'FastAPI']"
1118,0,2,"['Reinforcement Learning', 'Excel', 'Power BI', 'Hugging Face']",2,1,109,98445,2024-11,2,"['TensorFlow', 'Scikit-learn']"
1119,5,5,"['C++', 'TensorFlow', 'FastAPI', 'AWS', 'Reinforcement Learning']",2,0,16,43140,2024-09,2,"['KDB+', 'PyTorch']"
1120,2,0,"['Scikit-learn', 'LangChain', 'MLflow', 'Flask']",1,1,46,52046,2024-01,0,"['KDB+', 'LangChain', 'Scikit-learn']"
1121,1,0,"['Keras', 'FastAPI', 'Scikit-learn', 'R', 'Hugging Face', 'PyTorch']",0,1,15,99858,2025-01,2,"['MLflow', 'PyTorch']"
1122,3,7,"['Keras', 'Pandas', 'R', 'Excel', 'SQL']",1,0,40,88347,2024-04,1,"['MLflow', 'PyTorch', 'BigQuery']"
1123,1,6,"['AWS', 'GCP', 'Azure']",0,1,166,111367,2024-12,0,"['TensorFlow', 'MLflow', 'LangChain']"
1124,4,3,"['Power BI', 'R', 'LangChain', 'C++']",0,3,162,78429,2025-08,1,"['BigQuery', 'KDB+']"
1125,2,2,"['C++', 'Hugging Face', 'Flask']",2,1,94,134633,2025-02,0,"['PyTorch', 'BigQuery']"
1126,5,5,"['CUDA', 'FastAPI', 'Power BI']",2,2,185,112953,2024-10,1,"['FastAPI', 'LangChain']"
1127,2,6,"['Flask', 'GCP', 'C++']",1,0,22,144779,2023-12,1,['FastAPI']
1128,3,4,"['Flask', 'Pandas', 'PyTorch', 'Excel']",0,0,89,117277,2025-09,1,"['FastAPI', 'TensorFlow']"
1129,5,6,"['Reinforcement Learning', 'LangChain', 'Excel', 'Pandas', 'Python', 'Flask']",1,2,69,53255,2025-09,1,"['TensorFlow', 'PyTorch']"
1130,5,4,"['C++', 'Python', 'R', 'Excel']",0,2,4,113739,2024-06,2,['KDB+']
1131,5,2,"['LangChain', 'Pandas', 'TensorFlow', 'CUDA']",1,1,172,64726,2024-10,1,"['LangChain', 'KDB+']"
1132,2,6,"['MLflow', 'Flask', 'AWS']",0,0,100,47268,2023-11,2,"['PyTorch', 'MLflow', 'TensorFlow']"
1133,0,2,"['SQL', 'AWS', 'Power BI', 'NumPy', 'Reinforcement Learning']",2,2,18,119846,2025-06,2,['FastAPI']
1134,0,0,"['Pandas', 'SQL', 'Power BI', 'Python', 'Reinforcement Learning']",2,2,89,66099,2023-11,1,"['PyTorch', 'TensorFlow', 'Scikit-learn']"
1135,6,0,"['NumPy', 'Power BI', 'LangChain', 'GCP', 'Python']",1,0,186,72050,2024-03,1,"['PyTorch', 'MLflow', 'BigQuery']"
1136,2,0,"['Azure', 'Python', 'FastAPI']",0,1,59,90239,2025-03,2,['BigQuery']
1137,0,3,"['Scikit-learn', 'LangChain', 'Hugging Face', 'SQL', 'Azure', 'MLflow']",2,1,59,94397,2024-08,0,"['LangChain', 'FastAPI', 'KDB+']"
1138,3,5,"['CUDA', 'SQL', 'NumPy', 'Python', 'Flask']",2,2,187,110310,2024-07,2,['FastAPI']
1139,3,6,"['LangChain', 'CUDA', 'Excel', 'Flask']",0,2,155,55784,2024-05,1,"['MLflow', 'FastAPI']"
1140,3,7,"['AWS', 'Flask', 'MLflow', 'FastAPI', 'Azure']",2,1,76,149975,2024-04,0,"['LangChain', 'KDB+']"
1141,0,3,"['CUDA', 'Hugging Face', 'SQL', 'GCP', 'C++', 'Python']",1,2,15,82338,2025-08,1,"['PyTorch', 'BigQuery']"
1142,3,7,"['SQL', 'LangChain', 'Hugging Face', 'R']",1,1,66,76484,2024-11,0,['FastAPI']
1143,1,6,"['TensorFlow', 'NumPy', 'GCP', 'Power BI', 'FastAPI']",0,2,111,147639,2024-09,2,['PyTorch']
1144,2,5,"['C++', 'Hugging Face', 'Excel', 'GCP', 'TensorFlow', 'FastAPI']",1,0,23,63255,2024-10,1,"['KDB+', 'MLflow']"
1145,1,5,"['FastAPI', 'Azure', 'MLflow', 'PyTorch', 'Excel']",0,1,110,129625,2025-07,2,['PyTorch']
1146,5,4,"['Azure', 'MLflow', 'Hugging Face', 'GCP', 'Keras']",0,1,74,136317,2025-07,0,"['Scikit-learn', 'PyTorch', 'LangChain']"
1147,5,0,"['Power BI', 'MLflow', 'SQL', 'AWS']",1,3,102,148403,2024-06,1,"['KDB+', 'LangChain', 'BigQuery']"
1148,4,3,"['NumPy', 'R', 'Excel', 'Scikit-learn', 'Flask', 'LangChain']",2,3,56,142640,2024-04,0,['KDB+']
1149,0,5,"['C++', 'Excel', 'TensorFlow', 'PyTorch']",0,2,83,143807,2025-02,2,['FastAPI']
1150,3,2,"['Pandas', 'C++', 'Power BI', 'Hugging Face', 'Excel']",0,2,62,83586,2024-07,1,"['KDB+', 'PyTorch', 'BigQuery']"
1151,0,6,"['Pandas', 'Scikit-learn', 'NumPy']",2,3,141,147570,2025-03,2,['FastAPI']
1152,4,5,"['MLflow', 'AWS', 'Flask', 'SQL', 'Azure']",0,3,6,130398,2024-10,1,"['LangChain', 'KDB+']"
1153,5,7,"['Excel', 'Reinforcement Learning', 'TensorFlow', 'SQL']",1,3,110,126850,2023-11,2,"['TensorFlow', 'FastAPI', 'MLflow']"
1154,6,1,"['PyTorch', 'R', 'Python', 'GCP', 'CUDA', 'C++']",2,2,53,63340,2024-04,0,['KDB+']
1155,6,3,"['Flask', 'LangChain', 'Reinforcement Learning']",2,2,131,52424,2024-08,1,"['TensorFlow', 'LangChain']"
1156,2,7,"['LangChain', 'GCP', 'Keras']",1,0,73,41157,2024-02,0,['TensorFlow']
1157,3,0,"['MLflow', 'PyTorch', 'SQL', 'TensorFlow']",1,0,34,134795,2025-03,2,"['MLflow', 'LangChain', 'FastAPI']"
1158,0,4,"['GCP', 'Pandas', 'AWS', 'Azure', 'Flask', 'PyTorch']",0,0,57,147660,2025-05,2,"['FastAPI', 'KDB+', 'MLflow']"
1159,4,5,"['GCP', 'Pandas', 'Python']",0,0,56,68918,2024-01,1,"['KDB+', 'LangChain', 'MLflow']"
1160,4,5,"['SQL', 'Pandas', 'CUDA', 'LangChain', 'Excel']",2,3,193,80600,2023-12,0,"['TensorFlow', 'MLflow']"
1161,3,1,"['Python', 'R', 'Reinforcement Learning', 'Azure']",1,0,194,60613,2024-01,1,"['Scikit-learn', 'FastAPI']"
1162,0,2,"['AWS', 'TensorFlow', 'CUDA', 'MLflow']",2,1,3,91079,2025-01,1,"['BigQuery', 'Scikit-learn']"
1163,5,7,"['R', 'SQL', 'CUDA', 'Keras', 'AWS', 'Power BI']",1,0,28,52422,2024-02,2,"['KDB+', 'LangChain']"
1164,2,4,"['Pandas', 'NumPy', 'TensorFlow', 'SQL']",2,2,91,81248,2024-05,1,"['KDB+', 'LangChain', 'BigQuery']"
1165,0,0,"['Power BI', 'SQL', 'TensorFlow']",2,2,92,67293,2025-05,1,['Scikit-learn']
1166,6,4,"['Excel', 'Scikit-learn', 'PyTorch', 'C++', 'GCP']",1,0,69,78872,2024-06,0,['KDB+']
1167,1,6,"['LangChain', 'SQL', 'NumPy', 'R', 'Power BI']",0,2,60,122910,2023-10,2,"['FastAPI', 'MLflow', 'Scikit-learn']"
1168,5,4,"['Scikit-learn', 'Reinforcement Learning', 'TensorFlow']",0,2,44,100828,2025-09,1,"['KDB+', 'LangChain']"
1169,0,2,"['SQL', 'CUDA', 'Reinforcement Learning', 'Excel']",1,2,169,52943,2024-03,2,"['BigQuery', 'TensorFlow', 'KDB+']"
1170,3,4,"['TensorFlow', 'MLflow', 'SQL', 'PyTorch']",1,3,137,84079,2024-04,0,['MLflow']
1171,4,7,"['Scikit-learn', 'TensorFlow', 'Azure', 'CUDA']",2,3,144,77131,2024-08,0,"['KDB+', 'TensorFlow', 'Scikit-learn']"
1172,1,0,"['Pandas', 'AWS', 'GCP', 'SQL', 'Azure', 'NumPy']",1,0,194,64114,2025-01,1,['TensorFlow']
1173,6,0,"['MLflow', 'Keras', 'Scikit-learn', 'R', 'GCP']",1,3,105,94393,2024-03,2,"['KDB+', 'TensorFlow', 'FastAPI']"
1174,0,0,"['SQL', 'Scikit-learn', 'Reinforcement Learning', 'MLflow', 'Pandas']",2,3,146,130255,2024-11,0,"['MLflow', 'LangChain']"
1175,2,5,"['NumPy', 'GCP', 'SQL', 'CUDA', 'PyTorch']",1,2,27,116734,2024-10,1,"['BigQuery', 'MLflow', 'TensorFlow']"
1176,2,0,"['Excel', 'GCP', 'C++', 'NumPy', 'Hugging Face']",2,3,89,148619,2024-09,1,"['PyTorch', 'BigQuery', 'Scikit-learn']"
1177,2,3,"['MLflow', 'LangChain', 'Excel', 'C++']",0,0,66,95762,2025-07,2,"['Scikit-learn', 'BigQuery']"
1178,4,2,"['C++', 'CUDA', 'Keras', 'Excel']",1,0,42,144929,2025-05,1,"['PyTorch', 'LangChain', 'MLflow']"
1179,4,0,"['CUDA', 'Pandas', 'MLflow', 'Azure', 'Flask']",0,3,30,64077,2023-12,1,"['MLflow', 'FastAPI', 'Scikit-learn']"
1180,1,4,"['LangChain', 'Python', 'Excel', 'C++', 'FastAPI']",0,0,34,84270,2025-03,2,"['LangChain', 'KDB+']"
1181,5,3,"['AWS', 'Reinforcement Learning', 'Azure', 'Python', 'TensorFlow']",1,1,137,134675,2025-02,1,"['Scikit-learn', 'LangChain', 'BigQuery']"
1182,6,0,"['Reinforcement Learning', 'Keras', 'R', 'MLflow', 'Power BI', 'Flask']",1,3,51,60301,2025-01,2,['LangChain']
1183,6,4,"['Keras', 'NumPy', 'GCP']",2,3,66,80142,2025-02,1,"['LangChain', 'Scikit-learn']"
1184,0,1,"['AWS', 'Flask', 'SQL', 'Keras', 'Excel']",0,0,147,139587,2024-08,2,"['MLflow', 'PyTorch']"
1185,6,1,"['TensorFlow', 'Reinforcement Learning', 'C++', 'Power BI', 'LangChain']",0,3,0,132458,2025-08,0,"['TensorFlow', 'LangChain']"
1186,3,5,"['Power BI', 'Azure', 'Hugging Face', 'Python', 'C++', 'R']",0,0,182,44138,2025-08,0,"['LangChain', 'TensorFlow', 'MLflow']"
1187,0,5,"['TensorFlow', 'Reinforcement Learning', 'SQL', 'NumPy', 'Python']",0,0,93,85552,2024-06,1,"['FastAPI', 'TensorFlow']"
1188,3,4,"['Scikit-learn', 'GCP', 'NumPy', 'Flask', 'Excel', 'AWS']",0,1,133,78016,2024-03,2,"['FastAPI', 'Scikit-learn']"
1189,3,1,"['AWS', 'NumPy', 'LangChain', 'Scikit-learn', 'FastAPI']",2,1,157,132214,2023-10,1,"['TensorFlow', 'Scikit-learn', 'PyTorch']"
1190,5,5,"['CUDA', 'Power BI', 'LangChain', 'Scikit-learn']",2,3,68,139424,2024-04,0,"['BigQuery', 'MLflow']"
1191,5,1,"['PyTorch', 'Power BI', 'Pandas', 'Scikit-learn']",1,2,137,77201,2023-12,2,"['MLflow', 'LangChain', 'Scikit-learn']"
1192,0,3,"['LangChain', 'Power BI', 'AWS', 'TensorFlow']",1,0,55,53641,2024-10,2,['MLflow']
1193,1,4,"['Keras', 'Python', 'Power BI', 'GCP']",2,0,31,54875,2025-02,1,"['BigQuery', 'FastAPI', 'PyTorch']"
1194,1,4,"['LangChain', 'Pandas', 'Scikit-learn', 'MLflow', 'C++']",1,0,6,71896,2024-01,1,['PyTorch']
1195,1,2,"['FastAPI', 'Excel', 'Scikit-learn', 'Pandas', 'PyTorch', 'Hugging Face']",0,3,88,54199,2024-02,2,"['TensorFlow', 'BigQuery', 'MLflow']"
1196,0,6,"['C++', 'AWS', 'NumPy', 'SQL']",1,1,176,58539,2025-05,2,['KDB+']
1197,4,1,"['TensorFlow', 'Python', 'Reinforcement Learning']",1,2,66,81361,2023-12,2,"['PyTorch', 'Scikit-learn', 'KDB+']"
1198,5,4,"['Reinforcement Learning', 'Flask', 'C++', 'Azure', 'Hugging Face', 'Python']",2,1,135,107193,2023-10,2,['Scikit-learn']
1199,2,4,"['TensorFlow', 'Scikit-learn', 'NumPy', 'C++', 'Hugging Face']",0,0,129,101110,2025-03,0,"['FastAPI', 'MLflow', 'PyTorch']"
1200,5,7,"['SQL', 'AWS', 'TensorFlow']",0,3,74,136800,2024-09,1,['PyTorch']
1201,6,5,"['Hugging Face', 'Pandas', 'SQL']",1,2,43,124475,2025-03,2,"['MLflow', 'PyTorch', 'BigQuery']"
1202,6,4,"['NumPy', 'TensorFlow', 'Pandas', 'CUDA']",2,2,62,132410,2024-08,0,['BigQuery']
1203,1,6,"['C++', 'Pandas', 'Keras', 'Excel']",1,3,175,112490,2023-11,2,"['MLflow', 'KDB+', 'Scikit-learn']"
1204,5,7,"['Scikit-learn', 'Excel', 'Flask']",0,2,36,87425,2025-07,1,['FastAPI']
1205,3,7,"['FastAPI', 'C++', 'NumPy', 'Flask']",0,0,10,67422,2024-08,0,"['MLflow', 'LangChain']"
1206,0,4,"['SQL', 'Pandas', 'Flask']",2,1,59,60629,2025-01,1,"['FastAPI', 'MLflow', 'BigQuery']"
1207,0,3,"['MLflow', 'Keras', 'C++', 'Reinforcement Learning']",1,2,6,141368,2023-10,2,"['LangChain', 'FastAPI']"
1208,1,1,"['Hugging Face', 'Flask', 'Pandas', 'SQL', 'TensorFlow']",0,1,2,125075,2024-10,2,"['FastAPI', 'MLflow', 'LangChain']"
1209,2,4,"['GCP', 'LangChain', 'Scikit-learn', 'NumPy', 'Pandas']",1,3,110,140375,2024-01,1,"['FastAPI', 'TensorFlow', 'MLflow']"
1210,3,7,"['FastAPI', 'TensorFlow', 'Hugging Face', 'SQL', 'Azure', 'Reinforcement Learning']",0,2,185,58608,2023-09,2,"['Scikit-learn', 'MLflow', 'FastAPI']"
1211,0,5,"['SQL', 'R', 'AWS']",1,2,121,51771,2025-01,1,"['MLflow', 'BigQuery', 'FastAPI']"
1212,0,3,"['AWS', 'C++', 'Hugging Face', 'Azure', 'TensorFlow', 'MLflow']",2,2,68,87515,2024-06,2,"['KDB+', 'BigQuery']"
1213,4,6,"['TensorFlow', 'MLflow', 'CUDA']",0,1,57,140185,2025-09,0,"['MLflow', 'TensorFlow', 'FastAPI']"
1214,4,0,"['Flask', 'CUDA', 'Hugging Face', 'MLflow', 'FastAPI']",1,2,36,52829,2025-08,1,['LangChain']
1215,1,3,"['FastAPI', 'GCP', 'C++']",0,2,146,132513,2024-07,1,"['FastAPI', 'LangChain']"
1216,0,1,"['TensorFlow', 'Power BI', 'Scikit-learn', 'Excel']",0,1,191,84716,2024-12,1,"['FastAPI', 'PyTorch']"
1217,6,3,"['Power BI', 'GCP', 'Scikit-learn']",0,2,32,57691,2025-01,0,"['KDB+', 'LangChain']"
1218,5,1,"['R', 'Keras', 'Azure', 'AWS', 'NumPy', 'GCP']",0,2,145,124533,2024-12,1,"['LangChain', 'BigQuery', 'Scikit-learn']"
1219,4,0,"['SQL', 'FastAPI', 'CUDA', 'GCP', 'LangChain', 'Scikit-learn']",0,2,25,91133,2024-04,2,['TensorFlow']
1220,4,2,"['NumPy', 'R', 'CUDA', 'MLflow', 'Azure', 'PyTorch']",1,3,132,45671,2023-10,1,"['BigQuery', 'KDB+']"
1221,3,5,"['Power BI', 'Keras', 'TensorFlow']",2,0,154,82804,2023-11,1,"['LangChain', 'Scikit-learn']"
1222,6,5,"['Keras', 'Power BI', 'TensorFlow', 'Excel', 'SQL', 'LangChain']",0,2,191,91610,2024-07,1,"['MLflow', 'Scikit-learn', 'FastAPI']"
1223,3,7,"['AWS', 'GCP', 'Keras', 'SQL', 'Pandas', 'Python']",0,3,26,68574,2024-08,0,"['PyTorch', 'Scikit-learn']"
1224,5,6,"['Azure', 'PyTorch', 'LangChain']",0,2,58,124562,2024-01,1,"['LangChain', 'MLflow']"
1225,2,1,"['Hugging Face', 'LangChain', 'R', 'Python', 'SQL', 'TensorFlow']",1,2,24,86589,2024-03,0,['BigQuery']
1226,2,7,"['SQL', 'Scikit-learn', 'GCP']",1,1,176,93501,2024-03,2,"['LangChain', 'BigQuery', 'MLflow']"
1227,1,3,"['Hugging Face', 'R', 'TensorFlow']",0,0,86,57590,2024-12,0,"['TensorFlow', 'LangChain']"
1228,3,7,"['TensorFlow', 'Hugging Face', 'CUDA', 'PyTorch']",0,0,3,142708,2024-06,1,"['BigQuery', 'MLflow', 'FastAPI']"
1229,3,0,"['FastAPI', 'Python', 'MLflow', 'R', 'TensorFlow']",1,2,169,140520,2024-03,2,"['Scikit-learn', 'LangChain']"
1230,6,0,"['Excel', 'Pandas', 'Power BI', 'NumPy', 'Reinforcement Learning', 'C++']",2,2,184,93505,2024-03,2,['Scikit-learn']
1231,4,4,"['Flask', 'Python', 'C++', 'Azure']",0,3,56,137712,2024-06,2,"['FastAPI', 'Scikit-learn']"
1232,2,0,"['Scikit-learn', 'MLflow', 'Keras', 'Hugging Face']",2,3,159,100873,2024-04,1,"['PyTorch', 'FastAPI']"
1233,3,4,"['R', 'NumPy', 'Hugging Face', 'TensorFlow']",2,2,54,86191,2024-10,2,['KDB+']
1234,1,4,"['PyTorch', 'Azure', 'Flask', 'SQL', 'Power BI', 'TensorFlow']",0,3,56,107174,2023-12,0,"['Scikit-learn', 'LangChain']"
1235,1,0,"['GCP', 'C++', 'R', 'Pandas']",2,1,32,133743,2025-06,2,"['MLflow', 'KDB+', 'LangChain']"
1236,4,6,"['NumPy', 'C++', 'Python']",0,0,64,44626,2025-09,2,"['BigQuery', 'KDB+']"
1237,3,7,"['Python', 'Excel', 'Scikit-learn', 'TensorFlow', 'R']",1,1,80,42058,2024-06,2,"['LangChain', 'BigQuery', 'FastAPI']"
1238,1,1,"['LangChain', 'GCP', 'NumPy']",0,3,109,83416,2025-07,0,"['PyTorch', 'LangChain']"
1239,2,1,"['Power BI', 'Pandas', 'Python', 'Keras', 'NumPy', 'Scikit-learn']",1,3,170,136005,2023-10,0,['PyTorch']
1240,2,6,"['Flask', 'Pandas', 'Power BI', 'Scikit-learn', 'R']",2,0,101,142696,2025-01,1,"['PyTorch', 'MLflow']"
1241,3,1,"['PyTorch', 'Hugging Face', 'GCP', 'Keras', 'TensorFlow', 'AWS']",1,1,144,57791,2023-09,0,['Scikit-learn']
1242,3,1,"['Azure', 'LangChain', 'Flask']",1,0,134,117104,2024-03,0,['LangChain']
1243,5,4,"['AWS', 'GCP', 'PyTorch', 'Keras', 'TensorFlow']",0,3,15,81222,2024-01,2,"['Scikit-learn', 'MLflow', 'KDB+']"
1244,0,3,"['Azure', 'Keras', 'R', 'Scikit-learn', 'TensorFlow', 'PyTorch']",2,0,108,136657,2025-02,0,"['PyTorch', 'KDB+']"
1245,3,2,"['AWS', 'TensorFlow', 'R']",1,0,183,117119,2025-04,2,"['FastAPI', 'KDB+']"
1246,4,6,"['NumPy', 'Excel', 'GCP', 'CUDA', 'AWS']",0,3,55,98470,2024-02,0,"['Scikit-learn', 'PyTorch']"
1247,6,1,"['PyTorch', 'Keras', 'R', 'SQL', 'Reinforcement Learning', 'Excel']",0,2,103,120633,2024-01,1,['FastAPI']
1248,4,7,"['SQL', 'Excel', 'Flask', 'Scikit-learn']",2,0,15,95461,2024-08,2,['BigQuery']
1249,0,1,"['Flask', 'Keras', 'TensorFlow', 'CUDA', 'C++']",1,0,123,102123,2023-10,1,"['TensorFlow', 'FastAPI', 'BigQuery']"
1250,0,5,"['NumPy', 'Pandas', 'SQL', 'GCP', 'FastAPI']",1,3,29,111473,2024-01,1,"['MLflow', 'LangChain']"
1251,5,3,"['SQL', 'Power BI', 'Excel', 'Reinforcement Learning']",0,0,168,128138,2025-06,0,"['FastAPI', 'KDB+']"
